****************************** PROCRANK MEMORY REPORT FOR PACKAGE: START
### package_name=com.bestv.ott monitor_interval=1
*VSS - Virtual Set Size,    RSS - Resident Set Size,    PSS - Proportional Set Size,    USS - Unique Set Size
*Time   PID       Vss      Rss      Pss      Uss  cmdline
16:41:49   3372   780144K  192928K  172917K  170236K  com.bestv.ott
16:41:51   3372   788740K  191564K  171649K  169016K  com.bestv.ott
16:41:54   3372   788740K  191564K  171649K  169016K  com.bestv.ott
16:41:57   3372   787700K  183444K  163529K  160896K  com.bestv.ott
16:41:59   3372   814264K  183988K  163953K  161292K  com.bestv.ott
16:42:02   3372   821568K  184008K  163982K  161328K  com.bestv.ott
16:42:05   3372   793996K  186680K  166652K  163992K  com.bestv.ott
16:42:08   3372   799992K  191352K  171332K  168680K  com.bestv.ott
16:42:11   3372   805324K  192076K  172040K  169380K  com.bestv.ott
16:42:13   3372   827688K  180436K  160373K  157728K  com.bestv.ott
16:42:16   3372   790708K  183112K  162747K  160024K  com.bestv.ott
16:42:19   3372   802720K  187100K  166766K  164048K  com.bestv.ott
16:42:22   3372   802720K  187100K  166766K  164048K  com.bestv.ott
16:42:25   3372   812036K  196860K  176781K  174124K  com.bestv.ott
16:42:27   3372   796516K  194652K  174608K  171968K  com.bestv.ott
16:42:30   3372   796516K  182212K  162168K  159528K  com.bestv.ott
16:42:33   3372   796452K  182208K  162164K  159524K  com.bestv.ott
16:42:36   3372   769812K  166632K  147423K  145260K  com.bestv.ott
16:42:39   3372   783720K  167084K  147514K  145176K  com.bestv.ott
16:42:42   3372   784296K  167116K  147545K  145208K  com.bestv.ott
16:42:44   3372   784104K  167116K  147545K  145208K  com.bestv.ott
16:42:47   3372   784104K  167116K  147545K  145208K  com.bestv.ott
16:42:50   3372   794548K  168508K  148737K  146212K  com.bestv.ott
16:42:53   3372   796768K  182268K  162477K  159932K  com.bestv.ott
16:42:56   3372   803084K  182804K  163013K  160468K  com.bestv.ott
16:42:58   3372   770604K  187624K  167827K  165280K  com.bestv.ott
16:43:01   3372   794952K  183384K  163588K  161040K  com.bestv.ott
16:43:04   3372   803008K  200708K  180913K  178364K  com.bestv.ott
16:43:07   3372   802288K  188880K  169085K  166536K  com.bestv.ott
16:43:10   3372   826168K  189760K  169922K  167344K  com.bestv.ott
16:43:12   3372   800268K  189972K  170151K  167576K  com.bestv.ott
16:43:15   3372   800268K  189972K  170151K  167576K  com.bestv.ott
16:43:18   3372   782488K  185040K  165219K  162644K  com.bestv.ott
16:43:21   3372   794904K  185128K  165301K  162724K  com.bestv.ott
16:43:24   3372   786708K  190452K  170625K  168048K  com.bestv.ott
16:43:27   3372   796208K  191988K  171916K  169228K  com.bestv.ott
16:43:30   3372   826584K  190948K  171067K  168480K  com.bestv.ott
16:43:32   3372   826684K  191120K  171239K  168652K  com.bestv.ott
16:43:35   3372   794688K  185912K  166032K  163444K  com.bestv.ott
16:43:38   3372   797860K  198300K  178201K  175500K  com.bestv.ott
16:43:41   3372   831372K  194392K  174165K  171472K  com.bestv.ott
16:43:44   3372   778148K  188064K  167892K  165216K  com.bestv.ott
16:43:47   3372   798880K  188116K  167944K  165268K  com.bestv.ott
16:43:50   3372   798880K  188116K  167944K  165268K  com.bestv.ott
16:43:52   3372   794772K  186992K  167086K  164500K  com.bestv.ott
16:43:55   3372   795348K  187148K  167242K  164656K  com.bestv.ott
16:43:58   3372   794772K  186992K  167086K  164500K  com.bestv.ott
16:44:00   3372   795156K  187028K  167122K  164536K  com.bestv.ott
16:44:03   3372   782708K  193688K  173527K  170804K  com.bestv.ott
16:44:06   3372   789332K  196748K  176566K  173836K  com.bestv.ott
16:44:09   3372   787956K  198240K  178223K  175552K  com.bestv.ott
16:44:12   3372   792744K  184664K  164645K  161972K  com.bestv.ott
16:44:15   3372   794068K  186224K  166205K  163532K  com.bestv.ott
16:44:18   3372   796928K  189444K  169425K  166752K  com.bestv.ott
16:44:21   3372   800900K  192404K  172375K  169696K  com.bestv.ott
16:44:23   3372   791136K  182228K  162161K  159468K  com.bestv.ott
16:44:26   3372   790720K  182220K  162132K  159432K  com.bestv.ott
16:44:29   3372   785572K  180408K  160385K  157708K  com.bestv.ott
16:44:31   3372   788532K  183568K  163537K  160856K  com.bestv.ott
16:44:34   3372   790872K  186104K  166073K  163392K  com.bestv.ott
16:44:37   3372   791804K  187584K  167553K  164872K  com.bestv.ott
16:44:40   3372   796868K  191864K  171731K  169012K  com.bestv.ott
16:44:43   3372   791208K  182264K  162224K  159536K  com.bestv.ott
16:44:45   3372   814920K  194548K  174484K  171804K  com.bestv.ott
16:44:48   3372   817736K  196168K  176092K  173408K  com.bestv.ott
16:44:51   3372   784788K  180588K  160480K  157784K  com.bestv.ott
16:44:54   3372   811076K  186004K  165800K  163080K  com.bestv.ott
16:44:57   3372   808996K  184956K  164848K  162152K  com.bestv.ott
16:44:59   3372   788384K  190356K  170360K  167748K  com.bestv.ott
16:45:02   3372   816708K  196712K  176716K  174104K  com.bestv.ott
16:45:05   3372   818392K  188316K  168321K  165708K  com.bestv.ott
16:45:08   3372   818684K  189612K  169616K  167004K  com.bestv.ott
16:45:11   3372   815828K  180656K  160660K  158048K  com.bestv.ott
16:45:14   3372   819724K  188172K  168176K  165564K  com.bestv.ott
16:45:17   3372   821088K  190892K  170896K  168284K  com.bestv.ott
16:45:20   3372   816872K  190876K  170919K  168316K  com.bestv.ott
16:45:23   3372   819184K  194532K  174575K  171972K  com.bestv.ott
16:45:26   3372   822268K  198448K  178491K  175888K  com.bestv.ott
16:45:29   3372   824496K  193328K  173304K  170684K  com.bestv.ott
16:45:32   3372   812360K  183024K  163000K  160380K  com.bestv.ott
16:45:34   3372   792788K  189960K  169983K  167368K  com.bestv.ott
16:45:37   3372   811104K  198696K  178690K  176068K  com.bestv.ott
16:45:40   3372   836788K  201892K  181849K  179228K  com.bestv.ott
16:45:43   3372   847748K  183684K  163648K  161028K  com.bestv.ott
16:45:46   3372   820900K  192572K  172421K  169716K  com.bestv.ott
16:45:49   3372   851320K  200612K  180427K  177724K  com.bestv.ott
16:45:52   3372   849804K  194824K  174649K  171948K  com.bestv.ott
16:45:55   3372   795684K  185736K  165551K  162848K  com.bestv.ott
16:45:57   3372   819536K  188056K  167804K  165088K  com.bestv.ott
16:46:00   3372   796524K  192984K  172847K  170216K  com.bestv.ott
16:46:03   3372   825988K  200764K  180888K  178280K  com.bestv.ott
16:46:05   3372   828504K  204112K  184238K  181628K  com.bestv.ott
16:46:08   3372   824188K  212348K  192474K  189864K  com.bestv.ott
16:46:11   3372   816268K  212408K  192541K  189936K  com.bestv.ott
16:46:14   3372   819024K  198332K  178465K  175860K  com.bestv.ott
16:46:17   3372   808532K  193320K  173329K  170652K  com.bestv.ott
16:46:20   3372   794564K  190412K  170536K  167944K  com.bestv.ott
16:46:23   3372   817176K  195052K  175174K  172580K  com.bestv.ott
16:46:26   3372   822788K  198608K  178730K  176136K  com.bestv.ott
16:46:29   3372   824004K  198100K  178222K  175628K  com.bestv.ott
16:46:31   3372   839392K  184488K  164559K  161960K  com.bestv.ott
16:46:34   3372   785876K  175672K  155635K  152952K  com.bestv.ott
16:46:37   3372   809644K  177540K  157452K  154752K  com.bestv.ott
16:46:40   3372   807596K  177184K  157075K  154368K  com.bestv.ott
16:46:43   3372   807536K  177160K  157087K  154392K  com.bestv.ott
16:46:46   3372   792400K  177064K  157027K  154344K  com.bestv.ott
16:46:48   3372   824936K  177620K  157518K  154828K  com.bestv.ott
16:46:51   3372   824936K  177636K  157534K  154844K  com.bestv.ott
16:46:54   3372   798388K  181144K  161005K  158304K  com.bestv.ott
16:46:57   3372   798636K  181220K  161079K  158376K  com.bestv.ott
16:46:59   3372   796420K  180344K  160242K  157548K  com.bestv.ott
16:47:02   3372   796420K  179920K  159831K  157140K  com.bestv.ott
16:47:05   3372   794132K  179528K  159432K  156740K  com.bestv.ott
16:47:08   3372   760240K  178844K  158719K  155996K  com.bestv.ott
16:47:11   3372   760240K  178844K  158689K  155948K  com.bestv.ott
16:47:14   3372   760240K  178844K  158683K  155936K  com.bestv.ott
16:47:16   3372   760240K  178844K  158682K  155936K  com.bestv.ott
16:47:19   3372   760240K  178844K  158682K  155936K  com.bestv.ott
16:47:22   3372   795984K  180512K  160106K  157236K  com.bestv.ott
16:47:25   3372   790188K  181712K  161266K  158388K  com.bestv.ott
16:47:28   3372   790316K  182208K  161508K  158596K  com.bestv.ott
16:47:31   3372   816148K  192852K  172110K  169192K  com.bestv.ott
16:47:33   3372   769188K  184096K  163645K  160856K  com.bestv.ott
16:47:36   3372   815280K  195440K  174917K  172040K  com.bestv.ott
16:47:39   3372   759356K  183876K  163337K  160460K  com.bestv.ott
16:47:41   3372   790396K  185684K  164970K  162068K  com.bestv.ott
16:47:44   3372   790396K  185684K  164970K  162068K  com.bestv.ott
16:47:47   3372   764920K  183584K  163279K  160528K  com.bestv.ott
16:47:50   3372   791132K  184928K  164147K  161236K  com.bestv.ott
16:47:53   3372   825280K  197740K  176907K  174000K  com.bestv.ott
16:47:56   3372   820748K  196056K  175565K  172704K  com.bestv.ott
16:47:59   3372   820748K  196056K  175565K  172704K  com.bestv.ott
16:48:01   3372   820748K  196056K  175565K  172704K  com.bestv.ott
16:48:04   3372   757636K  174280K  154017K  151244K  com.bestv.ott
16:48:07   3372   766824K  176088K  155763K  152900K  com.bestv.ott
16:48:09   3372   760712K  174460K  154157K  151300K  com.bestv.ott
16:48:12   3372   760712K  174460K  154157K  151300K  com.bestv.ott
16:48:15   3372   760712K  174460K  154157K  151300K  com.bestv.ott
16:48:18   3372   760712K  174460K  154157K  151300K  com.bestv.ott
16:48:20   3372   760712K  174460K  154157K  151300K  com.bestv.ott
16:48:23   3372   760712K  174460K  154157K  151300K  com.bestv.ott
16:48:25   3372   760712K  174460K  154157K  151300K  com.bestv.ott
16:48:28   3372   760712K  174460K  154157K  151300K  com.bestv.ott
16:48:31   3372   760712K  174460K  154157K  151300K  com.bestv.ott
16:48:33   3372   760712K  174460K  154157K  151300K  com.bestv.ott
16:48:36   3372   760712K  174460K  154157K  151300K  com.bestv.ott
16:48:39   3372   768812K  174460K  154157K  151300K  com.bestv.ott
16:48:42   3372   766960K  174408K  154090K  151228K  com.bestv.ott
16:48:45   3372   766960K  174408K  154090K  151228K  com.bestv.ott
16:48:48   3372   766080K  174428K  154088K  151216K  com.bestv.ott
16:48:50   3372   757404K  174424K  154115K  151256K  com.bestv.ott
16:48:53   3372   757372K  174412K  154109K  151252K  com.bestv.ott
16:48:55   3372   757372K  174412K  154109K  151252K  com.bestv.ott
16:48:58   3372   757372K  174412K  154109K  151252K  com.bestv.ott
16:49:01   3372   757372K  174412K  154109K  151252K  com.bestv.ott
16:49:03   3372   757372K  174412K  154109K  151252K  com.bestv.ott
16:49:06   3372   757372K  174412K  154108K  151252K  com.bestv.ott
16:49:09   3372   757372K  174412K  154108K  151252K  com.bestv.ott
16:49:11   3372   757372K  174412K  154108K  151252K  com.bestv.ott
16:49:14   3372   757372K  174412K  154108K  151252K  com.bestv.ott
16:49:17   3372   757372K  174412K  154108K  151252K  com.bestv.ott
16:49:19   3372   757372K  174412K  154108K  151252K  com.bestv.ott
16:49:22   3372   757372K  174412K  154108K  151252K  com.bestv.ott
16:49:24   3372   766048K  174592K  154233K  151352K  com.bestv.ott
16:49:27   3372   765280K  177800K  157461K  154588K  com.bestv.ott
16:49:30   3372   770028K  178956K  158520K  155620K  com.bestv.ott
16:49:33   3372   797028K  169660K  149486K  146644K  com.bestv.ott
16:49:36   3372   797576K  169876K  149645K  146776K  com.bestv.ott
16:49:38   3372   797028K  169688K  149513K  146672K  com.bestv.ott
16:49:41   3372   797612K  169904K  149664K  146792K  com.bestv.ott
16:49:44   3372   769644K  170352K  150169K  147324K  com.bestv.ott
16:49:47   3372   788060K  175820K  155561K  152648K  com.bestv.ott
16:49:50   3372   775232K  175492K  155372K  152568K  com.bestv.ott
16:49:53   3372   815688K  186884K  166693K  163844K  com.bestv.ott
16:49:56   3372   869680K  192564K  172299K  169436K  com.bestv.ott
16:49:58   3372   838000K  191272K  171037K  168184K  com.bestv.ott
16:50:01   3372   837968K  188944K  168709K  165856K  com.bestv.ott
16:50:04   3372   806048K  188876K  168645K  165788K  com.bestv.ott
16:50:07   3372   817532K  190276K  169991K  167108K  com.bestv.ott
16:50:10   3372   814532K  192584K  172353K  169496K  com.bestv.ott
16:50:12   3372   829328K  193068K  172833K  169976K  com.bestv.ott
16:50:15   3372   812048K  195228K  175055K  172212K  com.bestv.ott
16:50:18   3372   809268K  201100K  180912K  178060K  com.bestv.ott
16:50:21   3372   806940K  202348K  182165K  179316K  com.bestv.ott
16:50:23   3372   806940K  198956K  178773K  175924K  com.bestv.ott
16:50:26   3372   806880K  198908K  178725K  175876K  com.bestv.ott
16:50:29   3372   806940K  198936K  178767K  175924K  com.bestv.ott
16:50:32   3372   806940K  198964K  178781K  175932K  com.bestv.ott
16:50:34   3372   807132K  198984K  178801K  175952K  com.bestv.ott
16:50:37   3372   807132K  198984K  178801K  175952K  com.bestv.ott
16:50:40   3372   806972K  204100K  183917K  181068K  com.bestv.ott
16:50:43   3372   810252K  207748K  187558K  184704K  com.bestv.ott
16:50:46   3372   827672K  214816K  194554K  191676K  com.bestv.ott
16:50:48   3372   813180K  202624K  182362K  179484K  com.bestv.ott
16:50:51   3372   812912K  199788K  179568K  176712K  com.bestv.ott
16:50:54   3372   811848K  190196K  169973K  167116K  com.bestv.ott
16:50:57   3372   811848K  190204K  169981K  167124K  com.bestv.ott
16:51:00   3372   779128K  189364K  169294K  166552K  com.bestv.ott
16:51:02   3372   819960K  193552K  173172K  170276K  com.bestv.ott
16:51:06   3372   788416K  193408K  173045K  170152K  com.bestv.ott
16:51:08   3372   765976K  184948K  164724K  161940K  com.bestv.ott
16:51:11   3372   786480K  184896K  164543K  161652K  com.bestv.ott
16:51:14   3372   792024K  187164K  166781K  163872K  com.bestv.ott
16:51:17   3372   787480K  185936K  165546K  162636K  com.bestv.ott
16:51:20   3372   788972K  186404K  166014K  163104K  com.bestv.ott
16:51:22   3372   763852K  184712K  164524K  161744K  com.bestv.ott
16:51:25   3372   786788K  185752K  165378K  162472K  com.bestv.ott
16:51:28   3372   769484K  186896K  166661K  163864K  com.bestv.ott
16:51:31   3372   789096K  187472K  167187K  164312K  com.bestv.ott
16:51:33   3372   803312K  205656K  185371K  182500K  com.bestv.ott
16:51:36   3372   809128K  207944K  187659K  184788K  com.bestv.ott
16:51:39   3372   840204K  196560K  176171K  173284K  com.bestv.ott
16:51:42   3372   830024K  195632K  175287K  172412K  com.bestv.ott
16:51:45   3372   798392K  190680K  170306K  167420K  com.bestv.ott
16:51:48   3372   830248K  202932K  182561K  179688K  com.bestv.ott
16:51:50   3372   830892K  203196K  182733K  179840K  com.bestv.ott
16:51:53   3372   831388K  203232K  182775K  179884K  com.bestv.ott
16:51:56   3372   830252K  203032K  182661K  179788K  com.bestv.ott
16:51:59   3372   775620K  193552K  173135K  170252K  com.bestv.ott
16:52:02   3372   844672K  207284K  186247K  183268K  com.bestv.ott
16:52:05   3372   812044K  193304K  165309K  162412K  com.bestv.ott
16:52:07   3372   818100K  206332K  185857K  182972K  com.bestv.ott
16:52:10   3372   800716K  183880K  163818K  161068K  com.bestv.ott
16:52:13   3372   815516K  198356K  178313K  175584K  com.bestv.ott
16:52:16   3372   823064K  201052K  181014K  178288K  com.bestv.ott
16:52:19   3372   826184K  204188K  184188K  181468K  com.bestv.ott
16:52:22   3372   845116K  188704K  168450K  165524K  com.bestv.ott
16:52:25   3372   845204K  188336K  168148K  165288K  com.bestv.ott
16:52:27   3372   839716K  187372K  167189K  164332K  com.bestv.ott
16:52:30   3372   810152K  188140K  167948K  165068K  com.bestv.ott
16:52:33   3372   811808K  187968K  167800K  164944K  com.bestv.ott
16:52:36   3372   809444K  187828K  167660K  164804K  com.bestv.ott
16:52:39   3372   839940K  188248K  168025K  165160K  com.bestv.ott
16:52:42   3372   792820K  188448K  168240K  165376K  com.bestv.ott
16:52:44   3372   810328K  193360K  172883K  169940K  com.bestv.ott
16:52:47   3372   823540K  193556K  173119K  170188K  com.bestv.ott
16:52:50   3372   830316K  196636K  176199K  173268K  com.bestv.ott
16:52:53   3372   831876K  188332K  167895K  164964K  com.bestv.ott
16:52:56   3372   833700K  190484K  170047K  167116K  com.bestv.ott
16:52:59   3372   835752K  193212K  172775K  169844K  com.bestv.ott
16:53:02   3372   807428K  191012K  170728K  167848K  com.bestv.ott
16:53:05   3372   796624K  186484K  166203K  163324K  com.bestv.ott
16:53:08   3372   795212K  186552K  166271K  163392K  com.bestv.ott
16:53:11   3372   796976K  189364K  169071K  166188K  com.bestv.ott
16:53:14   3372   792336K  189624K  169379K  166512K  com.bestv.ott
16:53:17   3372   792176K  191296K  171057K  168192K  com.bestv.ott
16:53:20   3372   795456K  194436K  174197K  171332K  com.bestv.ott
16:53:22   3372   796544K  191916K  171657K  168792K  com.bestv.ott
16:53:25   3372   798464K  193848K  173609K  170744K  com.bestv.ott
16:53:28   3372   799244K  194936K  174697K  171832K  com.bestv.ott
16:53:31   3372   788524K  184696K  164424K  161548K  com.bestv.ott
16:53:34   3372   789048K  185656K  165384K  162508K  com.bestv.ott
16:53:37   3372   791928K  188748K  168491K  165620K  com.bestv.ott
16:53:40   3372   793868K  190124K  169867K  166996K  com.bestv.ott
16:53:43   3372   793312K  193000K  172743K  169872K  com.bestv.ott
16:53:46   3372   799032K  196552K  176293K  173424K  com.bestv.ott
16:53:49   3372   800852K  199072K  178813K  175944K  com.bestv.ott
16:53:52   3372   799544K  200504K  180268K  177408K  com.bestv.ott
16:53:55   3372   788548K  188700K  168459K  165596K  com.bestv.ott
16:53:58   3372   789296K  189620K  169367K  166500K  com.bestv.ott
16:54:01   3372   789604K  191976K  171738K  168876K  com.bestv.ott
16:54:03   3372   792172K  194712K  174469K  171604K  com.bestv.ott
16:54:06   3372   794760K  195392K  175149K  172284K  com.bestv.ott
16:54:09   3372   818600K  203992K  183356K  180396K  com.bestv.ott
16:54:12   3372   818920K  199792K  179156K  176196K  com.bestv.ott
16:54:15   3372   783628K  187592K  166926K  163964K  com.bestv.ott
16:54:18   3372   784504K  187716K  167051K  164088K  com.bestv.ott
16:54:20   3372   746568K  185756K  165569K  162776K  com.bestv.ott
16:54:23   3372   746568K  185756K  165569K  162776K  com.bestv.ott
16:54:25   3372   746568K  185756K  165553K  162768K  com.bestv.ott
16:54:28   3372   746568K  185756K  165573K  162768K  com.bestv.ott
16:54:31   3372   746568K  185756K  165573K  162768K  com.bestv.ott
16:54:34   3372   746568K  185756K  165573K  162768K  com.bestv.ott
16:54:36   3372   746568K  185756K  165571K  162768K  com.bestv.ott
16:54:39   3372   746568K  185756K  165554K  162740K  com.bestv.ott
16:54:42   3372   746568K  185756K  165552K  162740K  com.bestv.ott
16:54:45   3372   746568K  185756K  165553K  162740K  com.bestv.ott
16:54:48   3372   800560K  199836K  179155K  176136K  com.bestv.ott
16:54:50   3372   814224K  188128K  167563K  164588K  com.bestv.ott
16:54:53   3372   780240K  187580K  167311K  164492K  com.bestv.ott
16:54:56   3372   749276K  178772K  158508K  155572K  com.bestv.ott
16:54:58   3372   775988K  180944K  160679K  157744K  com.bestv.ott
16:55:01   3372   771196K  174968K  154730K  151804K  com.bestv.ott
16:55:04   3372   767844K  174544K  154322K  151404K  com.bestv.ott
16:55:07   3372   767972K  174564K  154328K  151404K  com.bestv.ott
16:55:10   3372   767844K  174548K  154322K  151404K  com.bestv.ott
16:55:12   3372   767972K  174548K  154323K  151404K  com.bestv.ott
16:55:15   3372   767972K  174564K  154327K  151404K  com.bestv.ott
16:55:17   3372   767844K  174544K  154321K  151404K  com.bestv.ott
16:55:20   3372   768008K  174596K  154359K  151436K  com.bestv.ott
16:55:23   3372   767844K  174548K  154320K  151400K  com.bestv.ott
16:55:26   3372   767844K  174548K  154320K  151400K  com.bestv.ott
16:55:29   3372   769108K  174664K  154409K  151476K  com.bestv.ott
16:55:32   3372   792112K  174672K  154444K  151524K  com.bestv.ott
16:55:35   3372   776080K  174744K  154495K  151564K  com.bestv.ott
16:55:37   3372   767812K  174688K  154460K  151540K  com.bestv.ott
16:55:40   3372   768044K  174708K  154467K  151540K  com.bestv.ott
16:55:43   3372   768592K  174740K  154499K  151572K  com.bestv.ott
16:55:46   3372   767844K  174688K  154460K  151540K  com.bestv.ott
16:55:49   3372   766804K  174684K  154453K  151532K  com.bestv.ott
16:55:52   3372   785620K  174740K  154495K  151568K  com.bestv.ott
16:55:54   3372   767004K  174700K  154459K  151532K  com.bestv.ott
16:55:57   3372   766804K  174680K  154452K  151532K  com.bestv.ott
16:56:00   3372   766932K  174700K  154459K  151532K  com.bestv.ott
16:56:03   3372   766804K  174680K  154452K  151532K  com.bestv.ott
16:56:05   3372   766932K  174700K  154459K  151532K  com.bestv.ott
16:56:08   3372   774920K  174892K  154812K  152012K  com.bestv.ott
16:56:11   3372   768860K  178460K  158193K  155256K  com.bestv.ott
16:56:14   3372   742384K  177012K  156932K  154132K  com.bestv.ott
16:56:17   3372   742384K  177020K  156940K  154140K  com.bestv.ott
16:56:20   3372   742384K  177028K  156948K  154148K  com.bestv.ott
16:56:22   3372   742384K  177032K  156952K  154152K  com.bestv.ott
16:56:25   3372   742384K  177036K  156956K  154156K  com.bestv.ott
16:56:28   3372   742384K  177040K  156960K  154160K  com.bestv.ott
16:56:31   3372   742384K  177044K  156964K  154164K  com.bestv.ott
16:56:33   3372   742384K  177048K  156968K  154168K  com.bestv.ott
16:56:36   3372   742384K  177060K  156980K  154180K  com.bestv.ott
16:56:39   3372   742384K  177060K  156980K  154180K  com.bestv.ott
16:56:42   3372   768368K  169880K  149630K  146716K  com.bestv.ott
16:56:44   3372   751332K  170072K  149854K  146952K  com.bestv.ott
16:56:47   3372   774128K  166588K  146329K  143412K  com.bestv.ott
16:56:50   3372   774384K  166760K  146501K  143584K  com.bestv.ott
16:56:53   3372   786256K  173120K  153020K  150224K  com.bestv.ott
16:56:55   3372   793620K  175140K  155040K  152244K  com.bestv.ott
16:56:58   3372   760524K  174356K  154296K  151516K  com.bestv.ott
16:57:01   3372   811532K  171820K  151736K  148932K  com.bestv.ott
16:57:04   3372   784852K  175512K  155310K  152416K  com.bestv.ott
16:57:07   3372   788352K  177104K  156931K  154064K  com.bestv.ott
16:57:09   3372   780268K  185440K  165356K  162552K  com.bestv.ott
16:57:12   3372   780520K  185500K  165395K  162576K  com.bestv.ott
16:57:15   3372   780744K  173424K  153292K  150464K  com.bestv.ott
16:57:18   3372   784104K  176848K  156716K  153888K  com.bestv.ott
16:57:20   3372   754828K  175816K  155732K  152928K  com.bestv.ott
16:57:23   3372   754828K  175816K  155732K  152928K  com.bestv.ott
16:57:26   3372   754828K  175820K  155736K  152932K  com.bestv.ott
16:57:29   3372   796740K  176444K  156309K  153492K  com.bestv.ott
16:57:31   3372   787932K  179708K  159490K  156636K  com.bestv.ott
16:57:34   3372   781864K  178296K  158144K  155320K  com.bestv.ott
16:57:37   3372   746884K  178068K  157943K  155132K  com.bestv.ott
16:57:40   3372   746884K  178068K  157944K  155132K  com.bestv.ott
16:57:43   3372   746884K  178068K  157944K  155132K  com.bestv.ott
16:57:46   3372   746884K  178068K  157944K  155132K  com.bestv.ott
16:57:49   3372   746884K  178060K  157932K  155124K  com.bestv.ott
16:57:51   3372   817412K  178944K  158691K  155844K  com.bestv.ott
16:57:54   3372   806728K  178652K  158479K  155660K  com.bestv.ott
16:57:56   3372   806632K  178644K  158476K  155660K  com.bestv.ott
16:57:59   3372   806632K  178668K  158500K  155684K  com.bestv.ott
16:58:02   3372   806824K  178684K  158516K  155700K  com.bestv.ott
16:58:05   3372   807112K  178716K  158527K  155700K  com.bestv.ott
16:58:08   3372   786708K  179708K  159462K  156616K  com.bestv.ott
16:58:10   3372   779320K  181212K  161044K  158228K  com.bestv.ott
16:58:13   3372   791712K  202460K  182376K  179572K  com.bestv.ott
16:58:16   3372   769108K  185908K  165708K  162808K  com.bestv.ott
16:58:20   3372   795876K  175164K  154964K  152064K  com.bestv.ott
16:58:23   3372   797104K  181332K  161132K  158232K  com.bestv.ott
16:58:26   3372   800324K  186704K  166504K  163604K  com.bestv.ott
16:58:29   3372   797852K  198008K  177812K  174912K  com.bestv.ott
16:58:32   3372   798172K  198272K  178076K  175176K  com.bestv.ott
16:58:35   3372   798172K  193180K  172983K  170084K  com.bestv.ott
16:58:37   3372   777772K  192604K  172556K  169776K  com.bestv.ott
16:58:40   3372   781612K  201516K  181463K  178680K  com.bestv.ott
16:58:43   3372   806676K  203284K  183082K  180180K  com.bestv.ott
16:58:46   3372   803568K  205512K  185366K  182472K  com.bestv.ott
16:58:49   3372   805460K  208340K  188194K  185300K  com.bestv.ott
16:58:52   3372   824864K  208008K  187855K  184960K  com.bestv.ott
16:58:55   3372   804288K  208748K  188613K  185720K  com.bestv.ott
16:58:58   3372   802628K  196204K  176071K  173176K  com.bestv.ott
16:59:00   3372   842324K  208648K  188491K  185572K  com.bestv.ott
16:59:03   3372   802060K  198496K  178333K  175412K  com.bestv.ott
16:59:06   3372   809028K  207872K  187714K  184796K  com.bestv.ott
16:59:09   3372   807676K  214332K  194323K  191524K  com.bestv.ott
16:59:12   3372   807012K  215168K  195159K  192360K  com.bestv.ott
16:59:15   3372   811752K  219540K  199531K  196732K  com.bestv.ott
16:59:18   3372   816496K  224740K  204731K  201932K  com.bestv.ott
16:59:20   3372   819996K  226444K  206486K  203692K  com.bestv.ott
16:59:23   3372   821564K  228796K  208838K  206044K  com.bestv.ott
16:59:26   3372   826848K  234620K  214866K  212096K  com.bestv.ott
16:59:29   3372   826044K  240348K  220620K  217856K  com.bestv.ott
16:59:32   3372   828152K  245804K  226118K  223328K  com.bestv.ott
16:59:35   3372   837188K  251516K  231834K  229044K  com.bestv.ott
16:59:38   3372   834912K  253332K  233718K  230868K  com.bestv.ott
16:59:41   3372   835276K  253280K  233666K  230816K  com.bestv.ott
16:59:44   3372   835792K  248492K  228878K  226028K  com.bestv.ott
16:59:47   3372   836112K  250820K  231206K  228356K  com.bestv.ott
16:59:50   3372   839184K  250916K  231302K  228452K  com.bestv.ott
16:59:53   3372   837080K  252364K  232750K  229900K  com.bestv.ott
16:59:56   3372   870236K  239544K  219858K  216984K  com.bestv.ott
16:59:58   3372   818944K  235192K  215574K  212720K  com.bestv.ott
17:00:01   3372   834384K  245992K  226378K  223528K  com.bestv.ott
17:00:04   3372   840092K  235352K  215690K  212828K  com.bestv.ott
17:00:07   3372   837064K  230256K  210602K  207744K  com.bestv.ott
17:00:09   3372   865876K  228476K  208759K  205892K  com.bestv.ott
17:00:12   3372   835588K  229100K  209397K  206532K  com.bestv.ott
17:00:15   3372   836680K  229884K  210181K  207316K  com.bestv.ott
17:00:17   3372   790164K  181344K  161692K  158832K  com.bestv.ott
17:00:20   3372   802880K  184024K  164448K  161636K  com.bestv.ott
17:00:23   3372   806168K  185428K  165852K  163040K  com.bestv.ott
17:00:26   3372   807468K  188656K  169080K  166268K  com.bestv.ott
17:00:29   3372   812596K  192912K  173335K  170524K  com.bestv.ott
17:00:31   3372   813504K  185032K  165455K  162644K  com.bestv.ott
17:00:34   3372   810032K  187636K  168059K  165248K  com.bestv.ott
17:00:37   3372   817132K  190648K  171141K  168360K  com.bestv.ott
17:00:40   3372   811960K  196656K  177149K  174368K  com.bestv.ott
17:00:42   3372   789808K  189016K  169506K  166724K  com.bestv.ott
17:00:45   3372   784356K  188284K  168777K  165996K  com.bestv.ott
17:00:48   3372   784356K  188580K  169075K  166292K  com.bestv.ott
17:00:51   3372   784356K  188936K  169430K  166648K  com.bestv.ott
